id,number,nationwide_number,name,sex,year_of_birth,nationality,military_civilian,year_of_selection,mission_number,total_number_of_missions,occupation,year_of_mission,mission_title,hours_mission,total_hrs_sum
1137,476,102,"Kononenko, Oleg D.",male,1964,U.S.S.R/Russia,military,1996,2,4,commander,2011,30,4626.0,16081.0
1138,476,102,"Kononenko, Oleg D.",male,1964,U.S.S.R/Russia,military,1996,3,4,commander,2015,44,3400.0,16081.0
1139,476,102,"Kononenko, Oleg D.",male,1964,U.S.S.R/Russia,military,1996,4,4,commander,2018,57,4887.0,16081.0
1140,477,1,"Yi, Soyeon (Lee So-hyun)",female,1978,Korea,civilian,2006,1,1,Other (Space tourist),2008,Soyuz TMA-12 / Soyuz TMA-11,261.0,261.0
1141,478,305,"Ham, Kenneth T.",male,1964,U.S.,military,1998,1,2,pilot,2008,STS-124,330.0,612.0
1142,478,305,"Ham, Kenneth T.",male,1964,U.S.,military,1998,2,2,commander,2010,STS-132,282.0,612.0
1143,479,306,"Nyberg, Karen L.",female,1969,U.S.,civilian,2000,1,2,MSP,2008,STS-124,330.0,4320.0
1144,479,306,"Nyberg, Karen L.",female,1969,U.S.,civilian,2000,2,2,flight engineer,2013,36,3990.0,4320.0
1145,480,307,"Garan, Ronald J., Jr.",male,1961,U.S.,military,2000,1,2,MSP,2008,STS-124,330.0,4272.0
1146,480,307,"Garan, Ronald J., Jr.",male,1961,U.S.,military,2000,2,2,MSP,2008,27,3942.0,4272.0
1147,481,7,"Hoshide, Akihiko",male,1968,Japan,civilian,1999,1,2,MSP,2008,STS-124,306.25,3377.5
1148,481,7,"Hoshide, Akihiko",male,1968,Japan,civilian,1999,2,2,flight engineer,2012,32,3047.25,3377.5
1149,482,308,"Chamitoff, Gregory",male,1962,U.S.,civilian,1998,1,2,flight engineer,2008,17,4392.5,4770.0
1150,482,308,"Chamitoff, Gregory",male,1962,U.S.,civilian,1998,2,2,MSP,2011,STS-134,377.5,4770.0
1151,483,4,"Zhai, Zhigang",male,1966,China,military,2008,1,1,commander,2008,Shenzhou 7,68.0,68.0
1152,484,5,"Liu, Boming",male,1966,China,military,2008,1,1,flight engineer,2008,Shenzhou 7,68.0,68.0
1153,485,6,"Jing, Haipeng",male,1966,China,military,2008,1,3,flight engineer,2008,Shenzhou 7,68.0,1146.0
1154,485,6,"Jing, Haipeng",male,1966,China,military,2008,2,3,commander,2012,Shenzhou 9,303.5,1146.0
1155,485,6,"Jing, Haipeng",male,1966,China,military,2008,3,3,commander,2016,Shenzhou 11,774.5,1146.0
1156,486,309,"Garriott, Richard Allen",male,1961,U.K./U.S.,civilian,2007,1,1,Space tourist,2008,Soyuz TMA-13,284.89,284.89
1157,487,310,"Boe, Eric A.",male,1964,U.S.,military,2000,1,2,pilot,2008,STS-126,380.0,687.0
1158,487,310,"Boe, Eric A.",male,1964,U.S.,military,2000,2,2,pilot,2011,STS-133,307.0,687.0
1159,488,311,"Bowen, Stephen G.",male,1964,U.S.,military,2000,1,3,MSP,2008,STS-126,380.0,970.0
1160,488,311,"Bowen, Stephen G.",male,1964,U.S.,military,2000,2,3,MSP,2010,STS-132,283.0,970.0
1161,488,311,"Bowen, Stephen G.",male,1964,U.S.,military,2000,3,3,MSP,2011,STS-133,307.0,970.0
1162,489,312,"Kimbrough, Robert S.",male,1967,U.S.,military,2004,1,2,MSP,2008,STS-126,380.0,10763.25
1163,489,312,"Kimbrough, Robert S.",male,1967,U.S.,military,2004,2,2,flight engineer,2016,49,10383.25,10763.25
1164,490,313,"Antonelli, Dominic A.",male,1967,U.S.,military,2000,1,2,pilot,2009,STS-119,287.5,579.0
1165,490,313,"Antonelli, Dominic A.",male,1967,U.S.,military,2000,2,2,pilot,2010,STS-132,281.5,579.0
1166,491,314,"Acaba, Joseph M.",male,1967,U.S.,civilian,2004,1,3,MSP,2009,STS-119,307.0,7272.23
1167,491,314,"Acaba, Joseph M.",male,1967,U.S.,civilian,2004,2,3,flight engineer,2012,31,2928.0,7272.23
1168,491,314,"Acaba, Joseph M.",male,1967,U.S.,civilian,2004,3,3,flight engineer,2017,53,4037.23,7272.23
1169,492,315,"Arnold, Richard R., II",male,1963,U.S.,civilian,2004,1,2,MSP,2009,STS-119,307.0,307.0
1170,492,315,"Arnold, Richard R., II",male,1963,U.S.,civilian,2004,2,2,flight engineer,2018,55,4722.0,307.0
1171,493,316,"Barratt, Michael R.",male,1959,U.S.,civilian,2000,1,2,flight engineer,2009,19,4778.0,5085.0
1172,493,316,"Barratt, Michael R.",male,1959,U.S.,civilian,2000,2,2,MSP,2011,STS-133,307.0,5085.0
1173,494,317,"Johnson, Gregory C.",male,1954,U.S.,civilian,1998,1,1,pilot,2009,STS-125,309.63,309.63
1174,495,318,"Good, Michael T.",male,1962,U.S.,military,2000,1,2,MSP,2009,STS-125,309.0,591.15
1175,495,318,"Good, Michael T.",male,1962,U.S.,military,2000,2,2,MSP,2010,STS-132,282.15,591.15
1176,496,319,"McArthur, K. Megan",female,1971,U.S.,civilian,2000,1,1,MSP,2009,STS-125,309.0,309.0
1177,497,320,"Feustel, Andrew J.",male,1965,U.S.,civilian,2000,1,3,MSP,2009,STS-125,309.0,687.0
1178,497,320,"Feustel, Andrew J.",male,1965,U.S.,civilian,2000,2,3,MSP,2011,STS-134,378.0,687.0
1179,497,320,"Feustel, Andrew J.",male,1965,U.S.,civilian,2000,3,3,flight engineer,2018,55,4722.0,687.0
1180,498,103,"Romanenko, Roman",male,1971,U.S.S.R/Russia,military,1997,1,2,flight engineer,2009,20,4508.0,8003.02
1181,498,103,"Romanenko, Roman",male,1971,U.S.S.R/Russia,military,1997,2,2,flight engineer,2012,34,3494.0,8003.02
1182,499,321,"Hurley, Douglas G.",male,1966,U.S.,military,2000,1,2,pilot,2009,STS-127,377.0,683.0
1183,499,321,"Hurley, Douglas G.",male,1966,U.S.,military,2000,2,2,pilot,2011,STS-135,306.0,683.0
1184,500,322,"Cassidy, Christopher J.",male,1970,U.S.,military,2004,1,2,MSP,2009,STS-127,377.0,4744.0
1185,500,322,"Cassidy, Christopher J.",male,1970,U.S.,military,2004,2,2,flight engineer,2013,35,3990.0,4744.0
1186,501,323,"Marshburn, Thomas H.",male,1960,U.S.,military,2004,1,2,MSP,2009,STS-127,376.0,3870.0
1187,501,323,"Marshburn, Thomas H.",male,1960,U.S.,military,2004,2,2,flight engineer,2013,34,3494.0,3870.0
1188,502,324,"Kopra, Timothy L.",male,1963,U.S.,military,2000,1,2,MSP,2009,20,1317.0,3315.0
1189,502,324,"Kopra, Timothy L.",male,1963,U.S.,military,2000,2,2,flight engineer,2015,46,1920.0,3315.0
1190,503,324,"Ford, Kevin A.",male,1960,U.S.,military,2000,1,2,pilot,2009,STS-128,333.0,3781.0
1191,503,324,"Ford, Kevin A.",male,1960,U.S.,military,2000,2,2,commander,2012,33,3448.0,3781.0
1192,504,326,"Hernandez, Jose M.",male,1962,U.S.,civilian,2004,1,1,MSP,2009,STS-128,332.0,332.0
1193,505,327,"Stott, Nicole P.",female,1962,U.S.,civilian,2000,1,2,flight engineer,2009,20,1440.0,1747.0
1194,505,327,"Stott, Nicole P.",female,1962,U.S.,civilian,2000,2,2,MSP,2011,STS-133,307.0,1747.0
1195,506,104,"Surayev, Maksim",male,1972,U.S.S.R/Russia,military,1997,1,2,commander,2014,40,3968.0,8028.18
1196,506,104,"Surayev, Maksim",male,1972,U.S.S.R/Russia,military,1997,2,2,commander,2009,21,4060.0,8028.18
1197,507,9,Guy Laliberte,male,1959,Canada,civilian,2009,1,1,Other (Space tourist),2009,Soyuz TMA-16/14,261.28,261.28
1198,508,328,"Wilmore, Barry E.",male,1962,U.S.,military,2000,1,2,pilot,2009,STS-129,259.0,4272.0
1199,508,328,"Wilmore, Barry E.",male,1962,U.S.,military,2000,2,2,flight engineer,2014,41,4013.0,4272.0
1200,509,329,"Bresnik, Randolph J.",male,1967,U.S.,military,2004,1,2,MSP,2009,STS-129,259.0,3587.93
1201,509,329,"Bresnik, Randolph J.",male,1967,U.S.,military,2004,2,2,flight engineer,2017,52,3328.93,3587.93
1202,510,330,"Satcher, Robert L.",male,1965,U.S.,civilian,2004,1,1,MSP,2009,STS-129,259.0,259.0
1203,511,331,"Creamer, Timothy J.",male,1959,U.S.,military,1998,1,1,flight engineer,2009,22,3912.0,3912.0
1204,512,332,"Virts, Terry W., Jr.",male,1967,U.S.,military,2000,1,2,pilot,2010,STS-130,330.1,5113.62
1205,512,332,"Virts, Terry W., Jr.",male,1967,U.S.,military,2000,2,2,flight engineer,2014,42,4783.5,5113.62
1206,513,105,"Skvortsov, Aleksandr Jr.",male,1966,U.S.S.R/Russia,military,1997,1,3,commander,2010,23,4225.0,12588.98
1207,513,105,"Skvortsov, Aleksandr Jr.",male,1966,U.S.S.R/Russia,military,1997,2,3,commander,2014,39,4061.0,12588.98
1208,513,105,"Skvortsov, Aleksandr Jr.",male,1966,U.S.S.R/Russia,military,1997,3,3,commander,2019,60,4302.98,12588.98
1209,514,106,"Korniyenko, Mikhail",male,1960,U.S.S.R/Russia,civilian,1998,1,2,flight engineer,2010,23,4225.0,12005.43
1210,514,106,"Korniyenko, Mikhail",male,1960,U.S.S.R/Russia,civilian,1998,2,2,flight engineer,2015,43,7798.0,12005.43
1211,515,333,"Dutton, James P.",male,1968,U.S.,military,2004,1,1,pilot,2010,STS-131,362.0,362.0
1212,516,334,"Metcalf-Lindenburger, Dorothy M.",female,1975,U.S.,civilian,2004,1,1,MSP,2010,STS-131,362.0,362.0
1213,517,8,"Yamazaki, Naoko",female,1970,Japan,civilian,1999,1,1,MSP,2010,STS-131,362.8,362.8
1214,518,335,"Walker, Shannon",female,1965,U.S.,civilian,2004,1,1,flight engineer,2010,24,3919.18,3919.18
1215,519,107,"Skripochka, Oleg",male,1969,U.S.S.R/Russia,civilian,1997,1,3,flight engineer,2010,25,3824.0,10653.3
1216,519,107,"Skripochka, Oleg",male,1969,U.S.S.R/Russia,civilian,1997,2,3,flight engineer,2016,47,4131.77,10653.3
1217,519,107,"Skripochka, Oleg",male,1969,U.S.S.R/Russia,civilian,1997,3,3,commander,2019,61,2697.53,10653.3
1218,520,108,"Kondratyev, Dmitri",male,1969,U.S.S.R/Russia,military,1997,1,1,commander,2010,26,3823.0,3823.28
1219,521,109,"Samokutyayev, Aleksandr",male,1970,U.S.S.R/Russia,military,2003,1,2,commander,2011,27,3941.0,7955.38
1220,521,109,"Samokutyayev, Aleksandr",male,1970,U.S.S.R/Russia,military,2003,2,2,commander,2014,41,4013.0,7955.38
1221,522,110,"Borisenko, Andrei",male,1964,U.S.S.R/Russia,military,2003,1,2,flight engineer,2011,27,3941.0,14324.25
1222,522,110,"Borisenko, Andrei",male,1964,U.S.S.R/Russia,military,2003,2,2,flight engineer,2016,49,10383.25,14324.25
1223,523,9,"Furukawa, Satoshi",male,1964,Japan,civilian,1999,1,1,flight engineer,2011,28,4014.0,4014.0
1224,524,111,"Shkaplerov, Anton",male,1972,U.S.S.R/Russia,military,2003,1,3,commander,2011,29,3967.0,12796.0
1225,524,111,"Shkaplerov, Anton",male,1972,U.S.S.R/Russia,military,2003,2,3,commander,2014,42,4792.0,12796.0
1226,524,111,"Shkaplerov, Anton",male,1972,U.S.S.R/Russia,military,2003,3,3,commander,2017,54,4037.0,12796.0
1227,525,112,"Ivanishin, Anatoli",male,1969,U.S.S.R/Russia,military,2003,1,2,commander,2011,29,3967.0,6729.0
1228,525,112,"Ivanishin, Anatoli",male,1969,U.S.S.R/Russia,military,2003,2,2,flight engineer,2016,48,2762.0,6729.0
1229,526,113,"Revin, Sergei",male,1966,U.S.S.R/Russia,civilian,1996,1,1,flight engineer,2012,31,2999.0,2999.87
1230,527,7,"Liu, Wang",male,1969,China,military,2012,1,1,flight engineer,2012,Shenzhou 9,303.5,312.0
1231,528,8,"Liu, Yang",female,1978,China,military,2012,1,1,flight engineer,2012,Shenzhou 9,303.5,312.0
1232,529,114,"Novitski, Oleg",male,1971,U.S.S.R/Russia,military,2006,1,2,commander,2012,33,3448.0,8169.83
1233,529,114,"Novitski, Oleg",male,1971,U.S.S.R/Russia,military,2006,2,2,commander,2016,50,4721.83,8169.83
1234,530,115,"Tarelkin, Yevgeni",male,1974,U.S.S.R/Russia,military,2003,1,1,flight engineer,2012,33,3448.0,3448.25
1235,531,116,"Misurkin, Aleksandr",male,1977,U.S.S.R/Russia,military,2006,1,2,flight engineer,2013,35,3990.25,8027.5
1236,531,116,"Misurkin, Aleksandr",male,1977,U.S.S.R/Russia,military,2006,2,2,commander,2017,53,4037.25,8027.5
1237,532,6,"Parmitano, Luca",male,1976,Italy,military,2009,1,2,flight engineer,2013,36,3990.28,8293.31
1238,532,6,"Parmitano, Luca",male,1976,Italy,military,2009,2,2,flight engineer,2019,,4303.03,8293.31
1239,533,9,"Zhang, Xiaoguang",male,1968,China,military,2013,1,1,flight engineer,2013,Shenzhou 10,350.0,350.0
1240,534,10,"Wang, Yapi",male,1980,China,military,2013,1,1,flight engineer,2013,Shenzhou 10,350.0,350.0
1241,535,117,"Ryazanski, Sergei",male,1974,U.S.S.R/Russia,civilian,2003,1,2,flight engineer,2013,37,3990.0,7318.93
1242,535,117,"Ryazanski, Sergei",male,1974,U.S.S.R/Russia,civilian,2003,2,2,commander,2017,52,3328.93,7318.93
1243,536,336,"Hopkins, Michael Scott",male,1968,U.S.,military,2009,1,1,flight engineer,2013,37,3990.42,3990.42
1244,537,118,"Artemyev, Oleg",male,1970,U.S.S.R/Russia,military,2003,1,2,flight engineer,2014,39,4062.0,8784.0
1245,537,118,"Artemyev, Oleg",male,1970,U.S.S.R/Russia,military,2003,2,2,commander,2018,55,4722.0,8784.0
1246,538,337,"Wiseman, Gregory Reid",male,1975,U.S.,military,2009,1,1,MSP,2014,40,3968.1,3968.1
1247,539,11,"Gerst, Alexander",male,1976,Germany,civilian,2009,1,2,flight engineer,2014,40,3968.02,8689.84
1248,539,11,"Gerst, Alexander",male,1976,Germany,civilian,2009,2,2,flight engineer,2018,56,4721.82,8689.84
1249,540,119,"Serova, Yelena",female,1976,U.S.S.R/Russia,civilian,2006,1,1,flight engineer,2014,41,4013.0,4013.7
1250,541,7,"Cristofretti, Samantha",female,1977,Italy,military,2009,1,1,flight engineer,2014,42,4783.5,4783.5
1251,542,10,"Yui, Kimiya",male,1970,Japan,military,2009,1,1,flight engineer,2015,44,3400.0,3400.0
1252,543,338,"Lindgren, Kjell Norwood",male,1973,U.S.,military,2009,1,1,flight engineer,2015,44,3400.15,3400.15
1253,544,1,"Mogensen, Andreas",male,1976,Denmark,civilian,2009,1,1,flight engineer,2015,Soyuz TMA-18M/16M,236.23,236.23
1254,545,1,Aidyn (Aydyn) Akanovich Aimbetov,male,1972,Kazakhstan,military,2012,1,1,flight engineer,2015,Soyuz TMA-18M/16M,236.23,236.23
1255,546,2,"Peake, Timothy Nigel",male,1972,U.K.,military,2009,1,1,pilot,2015,46,4462.0,4462.0
1256,547,120,"Ovchinin, Aleksey",male,1971,U.S.S.R/Russia,military,2006,1,3,commander,2016,47,4132.0,8995.75
1257,547,120,"Ovchinin, Aleksey",male,1971,U.S.S.R/Russia,military,2006,2,3,commander,2019,57,0.0,8995.75
1258,547,120,"Ovchinin, Aleksey",male,1971,U.S.S.R/Russia,military,2006,3,3,commander,2019,59,4863.75,8995.75
1259,548,11,"Onishi, Takuya",male,1975,Japan,civilian,2009,1,1,flight engineer,2016,48,6902.35,6902.35
1260,549,339,"Rubins, Kathleen",female,1978,U.S.,civilian,2009,1,1,flight engineer,2016,48,6902.35,6902.35
1261,550,11,"Chen, Dong",male,1978,China,military,2010,1,1,flight engineer,2016,Shenzhou 11,774.5,774.5
1262,551,121,"Ryzhikov, Sergey",male,1974,U.S.S.R/Russia,military,2006,1,1,commander,2016,49,10383.25,10383.25
1263,552,121,"Pesquet, Thomas",male,1978,France,civilian,2009,1,1,flight engineer,2016,50,4721.83,15105.08
1264,553,340,"Fischer, Jack",male,1974,U.S.,military,2009,1,1,flight engineer,2017,51,3258.13,3258.13
1265,554,341,"Vande Hei, Mark",male,1966,U.S.,military,2009,1,1,flight engineer,2017,53,4037.23,4037.23
1266,555,342,"Tingle, Scott",male,1965,U.S.,military,2009,1,1,flight engineer,2017,54,4037.0,4037.0
1267,556,12,"Kanai, Norishige",male,1976,Japan,civilian,2009,1,1,flight engineer,2017,54,4037.0,4037.0
1268,557,122,"Prokopyev, Sergei",male,1975,U.S.S.R/Russia,military,2010,1,1,commander,2018,56,4722.0,4722.0
1269,558,343,"Auñón-Chancellor, Serena",female,1976,U.S.,civilian,2009,1,1,flight engineer,2018,56,4722.0,4722.0
1270,559,344,"Hague, Tyler",male,1975,U.S.,military,2013,1,2,flight engineer,2018,57,0.0,4864.0
1271,559,433,"Hague, Tyler",male,1975,U.S.,military,2013,2,2,flight engineer,2019,59,4864.0,4864.0
1272,560,10,"Saint-Jaques, David",male,1970,Canada,civilian,2009,1,1,flight engineer,2018,57,4887.0,4887.0
1273,561,345,"McClain, Anne Charlotte",female,1979,U.S.,military,2013,1,1,flight engineer,2018,57,4887.0,4887.0
1274,562,346,"Koch, Christina",female,1979,U.S.,civilian,2013,1,1,flight engineer,2019,59,7372.3,7372.3
1275,563,347,"Morgan, Andrew",male,1976,U.S.,military,2013,1,1,flight engineer,2019,60,4303.08,4303.08
1276,564,348,"Meir, Jessica",female,1977,U.S.,civilian,2013,1,1,flight engineer,2019,60,2697.6,2697.6
1277,565,1,"Al Mansoori, Hazzaa",male,1983,UAE,military,2018,1,1,spaceflight participant,2019,EP-19,189.0,189.0
